"label	comment"
"0	东西很好，准时送货上门...味道也很好."
"0	我真的很气愤!我承认一不小心点到了“确认送达”，我以为骑手还是有职业操守的，认为他会及时送到的。然而!!餐没有送来，打骑手电话，关机?关机?你怕是故意的吧!!!我本想着第一次吃这家店，好吃肯定会推荐给同学的，现在想想没必要了。就当送了13块吧。餐没有尝到，不针对店家，只觉得此位骑手让人恶心。"
"0	去了好多次，但感觉略贵，肉类也不是很新鲜"
"0	芒果千层的芒果少得可怜"
"0	非常不错，价格也很实惠，九个人没吃完，还有很多小吃！"
"1	凉面里面竟然还有竹签"
"0	打不到这么长的字，难吃"
"0	味道好，服务态度好，菜品好，也新鲜 #豆腐鱼# #排骨回锅肉# #土豆饼#"
"0	很划算啊，买了一个福袋～要积极的吃起来～"
"0	还可以，去了好几次了。味道也挺好的"
"1	鸡肉里面是生的，薯条盒子上有虫。"
"0	开年第一天又来了，味道嘿好，。"
"0	很不错，河边风景很好，不压抑，喜欢这家的味道和实在，现杀羊，感觉很好，送的烤鸡烤兔烤鸭真的很实在！么么哒，点赞！"
"0	还是一如既往的好吃，就是现在大骨头好像比较多一点了"
"0	口味不错，大家都喜欢，酸萝卜的味道正合我口味，很是喜欢"
"0	非常好，去了几次了，环境很好，味道也好，价格实惠"
"0	我想问老板你们不做长久顾客么？第一次吃的时候分量很足 味道也不错！这次不够熟小龙虾也很小 也很少！而且那么小气的？手套都不多送两个！我也醉了！"
"0	太晚了，等了两小时"
"0	好吃强烈推荐！味道不错！很好吃的粉"
"0	味道挺好的，服务的大姐很好玩，不错，已经是吃第二次了"
"0	第二次来了。感觉真不错，服务态度很好。孩子把桌布弄賍了也并没有态度不好。"
"1	一半的串串都糊了，吃个铲铲呀。送餐速度简直龟速，比预计时间迟了半小时。"
"0	非常的好，服务也非常好。"
"0	三个字好喝"
"0	挺便宜的，两个人吃足够了，味道也不错，呵呵，老公最爱新疆菜"
"0	分量足、味道好、服务态度好、环境不错，好评！"
"0	店家服务很周到，做出的饼干好美味"
"0	味道还不错，团购价格也实惠，下次继续光顾！"
"0	一块钱的活动怎么都是划算的，就是兑换人员的态度简直醉了，动作慢就不说了，完全不管排队秩序，有一个满脸痤疮疤痕的大姐插队到我们前头，她管都不管，最后我们队列里有人看不下去了说她才有点反应。工作人员这种态度你们这个商场搞再多活动恐怕也红火不起来！"
"1	#茶树菇排骨汤#喝到一半没得胃口了、小小强给"
"1	要的微辣，结果太辣了，只吃了几口，晚上还拉肚子，本来准备第二天吃，只有倒了。"
"0	送货时间太慢！比说的时间晚半个多小时！都凉了！根本没办法吃"
"0	哦吼吼，一如既往的好哇，太喜欢吃了"
"0	难吃，牛肉米线难吃"
"0	挺好的  订的八人餐  非常够吃   老板，态度也挺好  就是我同学说 不怎么辣"
"0	刚到夹了第一块，简直够了"
"0	感觉还行 去过几次了 相对来说朋友聚会啊什么的还是很好的 酒水这块能省不少 吃的菜品希望能更丰富点最好了"
"0	老顾客了，蛋糕炒鸡好吃，蛋糕坯子夹层是新鲜水果，口感细腻。多啦a梦好萌，宝贝儿炒鸡喜欢，美女老板大热天的还送货上门，太辛苦了。下次订蛋糕会再来的，性价比真的高。"
"0	真的强烈推荐，店里环境太好了，逼格很高，服务态度也好，菜色也不错，口感也不错。"
"1	差评，鹌鹑蛋居然还是臭的，我点的变态辣，实际跟微辣差不多！也备注了多饭，结果一盒就一碗饭的量。这服务，要不要更差一点！"
"1	肉不新鲜 豆腐臭的。点餐一个月 大家反应最难吃的一家。"
"0	不好吃，而且水还是漏的"
"0	味道很不错的，位置很好找，服务还可以！！！"
"0	价格实惠，味道不错，还会再来的"
"0	味道好，便宜划算，菜的分量足，都吃得挺饱的"
"1	口味一般。 变味了。吃了第二天拉肚子"
"0	三杯鸡很好吃，服务棒棒哒，价格也挺实惠。"
"0	味道挺纯正的！不像有些吃着那么腻！店里的服务也非常热情！"
"0	环境干净，服务也好，味道非常棒！"
"0	分量很足哦，汤也很好喝，阿姨服务超好。"
"0	#斑鱼# 非常不错！价格实惠，豆芽不错！"
"0	团购比到店便宜几十块钱   以前来吃过  味道很好"
"0	菜品新鲜，味道好，服务好，份量足"
"0	非常不错，味道服务都很不错，加油"
"1	说实在的美团让我一直都很信赖，可是这次超低评价的原因是食物吃了后半夜三更让人拉肚子，面部发白。这样的事情不知道你们还要发生多少？伤害人本身身体健康的事情你们到底有没有达到食品安全健康标准？实在让人忍无可忍…………太差劲，真的太差劲。"
"0	还行～去了好几次了～～"
"0	菜品不好，跟中午的差距太大"
"1	难吃，晚上点的，半夜开始拉肚子到第二天上午，去医院还花了几百块钱，是我吃的最难吃的东西，大家千万别买，忠告"
"0	老板好热情的……味道也很不错的，还来哟！"
"1	我的天。本来吃着挺好的。吃到最后竟然发现米饭里面有虫。瞬间恶心…………………………"
"1	吃了拉肚子！！！感觉食物中毒一样。好可怕。饺子陷的牛肉肯定有问题。"
"0	牛肉不错，味道也好，有不少小菜。"
"0	很棒哦  价格超级实惠  用的水果也都是新鲜的  跟图片没有任何区别呢  而且店家很nice  两个美女专门跑一趟给我送来  超级感谢  以后还会再光顾的"
"0	味道的确不错，必须赞一个！！！"
"0	喊外卖以来最难吃的一次，昨晚我们3人吃了，今天3人都不舒服。"
"1	不是第一次吃了，今天中午又掉了一份，吃着吃着突然发现有点不对头，没想到饭没洗干净，里面好几条虫子，打电话给商家，不说退钱就算了，连马上换餐的意识都没有，说下次再购买再重新送一份，结果要求重新换一份，又说单子很多，可能要等很久。我只想说你们做的是健康营养餐，不要把自己的牌子做死了。一点服务的意识都没有吗？"
"0	每次都来这边，价格便宜味道好，我和同学都很喜欢。最好的是可以团购20元的卷优惠两块多。强烈推荐布朗尼斯，超级好吃，泡芙球也不错！价格很便宜。比庆儿华生园都好吃。在双福的人一定要尝一尝？还有8个字好了。#玉米三明治#"
"0	里面的饭都糊了，全是一股浓浓的糊味"
"0	菜品很多  和朋友一起来的  第二次来咯  团购很划算  下次还来"
"0	去了好多次，一如既往的好！"
"0	份量真的好少，还加了菜都没吃饱，但是味道和速度都很好，而且菜里面有一半都是大葱和韭菜，点的菜份量也不是很多"
"0	干净 好喝 位置好找 不错不错"
"0	一如既往的味道好，只是我觉得以前装盘更精致，有特色一些哦～"
"0	味道不错，刚开始还以为是热的呢，分量挺足，价格也不过！"
"0	环境很上档次，价格合理！菜品原材料正宗…………"
"0	位置：在区门诊公交站附近，靠近西南大学五号门，那年八月旁边，离北碚地铁站大概三四分钟路程；上菜速度、排队：我们是五点半过来的，吃到八点一十左右，老板没有催我们，大概到七点左右整个大厅就高朋满座了，来了两次，每次都是这么多人；菜量、口味：荤菜和素菜的种类非常多，另外还有甜点、水果、油炸食品、手抓饼、热菜，味道都很不错！各种饮料都很多，有王老吉、雪碧、橙汁、矿泉水、酸奶等等，可以满足不同人的需求；其他方面：团购还是比较划算，同学聚会选此地是不错的选择！感谢美团提供的团购！同学们都很满意！"
"0	点了两个花菜，但是！我一点花菜都没吃到，肯定没放，不开心"
"0	相当棒，吃起来超爽，环境也很有特色，位置有点特殊，但下次还是回去，老板超赞的"
"0	还可以   就是分量有点少   上菜速度快！"
"0	一如既往的好吃 已经经常来买啦 还推荐了朋友们来买"
"0	一如既往的好啊，吃过几次了，味道还是不错的，就是这次感觉服务员太忙了，收拾个桌子'老半天，喊他先来收我们这桌有人的，他非现收那桌没人的，没搞懂"
"0	喜欢泰国菜！重庆的泰国菜都吃得差不多了，这家环境不错，口味排中等偏上，胜在离家近，价格实惠！"
"0	感觉还可以   对于室友聚餐有点小贵  呜呜  不过味道还挺满意的"
"0	态度一点都不好等了一个多小时打电话还态度不好"
"0	非常不错 就是节前 人太多太多 上菜有些慢 结账也慢 可能忙不过来吧"
"0	#五香龙骨# #秘制鱼片#"
"0	不错，昨天下午去吃的，特意和老板说多加点面，吃的好开心！因为这个味道真的很正宗！我从小就爱吃冷面，不明白那些评论里说不正宗的人是什么情况，好多人说不正宗什么的，那我就想问了，你们去吃过几次冷面？我看好多人是根本没吃过什么是真正的冷面就在那里瞎吹牛逼，如果没有吃过就请不要乱评论！作为一个资深吃货，我真的觉得这家的冷面很赞很正宗！请没有吃过的人不要***乱评论  OK?"
"0	不是很好吃 味道不正宗 食材也不正宗"
"0	一直都是这样的好吃⋯每个星期都会去吃"
"0	一点都不好，什么味道都没有，还不如花两块钱到外面去买个饼子好吃，吃这个好像在吃面粉……难吃"
"0	还不错。热情度不太好"
"1	不卫生里面有头发"
"0	送得慢 态度差 沟通困难 难吃"
"0	双层堡是两个鸡腿堡吗？贵就算了，还送三个小时都送不到"
"0	环境很好。口味也不错。就是有点辣。四个人不够吃，要另外点才行。下次还会来的"
"0	多次来光顾，很不错的地方，饭也不错"
"0	服务很好，下次还会在这家买，本来这个牌子的蛋糕就好吃而且便宜"
"0	还可以，有九种鱼选，三个女生食量也是惊人，吃了裸斑鱼、丁桂鱼、黔鱼，最后还上了两个黄腊丁，除了黄腊丁其它的吃着都没多大差别，可能是平时鱼吃少了吧，不太懂！锅底费和油碟一共给了五十三，味道、环境和服务都还是可以！喜欢吃鱼的朋友们可以去试一下！"
"0	不要叫主打锅了我建议你改名叫白菜锅点个鸡肉干锅百分之90多记住只有多是白菜记住是白菜吃到俩块藕开心的呀大家要是想吃白菜了我推荐你们去这里"
"0	首先，位置很好找，就在东原出去一个小院里，环境也不错，好像比最先多加了些桌椅，美女们很热情，还给顾客一一介绍有些什么东西，很有耐心，完全没有歧视团购，奶茶很好喝，喝起来不腻，份量也很足，有机会下次还去！"
"0	老板服务态度很好，味道也很好吃。吃完后还会问下需要改进什么，女孩子来讲吃石锅拌饭正好，男朋友有些不够吃。老板服务态度很好，味道也很好吃。吃完后还会问下需要改进什么，女孩子来讲吃石锅拌饭正好，男朋友有些不够吃。"
"0	什么煲仔饭啊 就是直接在铝箔盒里装点饭 加点菜。 这他妈叫煲仔饭。搞得我没吃过一样。 垃圾的一匹"
"1	炒饭不好吃，油条硬邦邦的，不明白为什么卖那么贵，豆浆已经变质，又酸又臭"
"0	位置很好找，服务态度很好，味道也是一级棒，哈哈哈，已经不知道第几次来了，强烈推荐"
"0	味道很好，份量很多，真的很划算"
"0	服务态度黑好， 味道也正宗，大爱、"
"0	不好吃。       真心不好吃，。"
"1	接单很快，不过吃那么多年莱的快遇到这种情况，第一次点评给差评！！！味道好不好就不说了，一打开口袋就有股臭味，家里人都来研究是撒子是臭的，结果鱿鱼和豆腐干都是癣的，粘糊糊的，鱿鱼臭了，豆腐干有点变味了，一样咬了一口确认是坏的再甩了，今晚要是拉肚子再来找店家说！！！晚上了东西不新鲜了自己不检查下就给外卖的客户迈？鱿鱼用手去拿了手都是臭的！！！"
"0	好吃，推荐，上菜速度比较快，来了很多次"
"0	布丁奶茶好吃惨哈哈哈哈哈哈哈哈"
"0	服务态度很周到，味道也黑好，推荐"
"0	点的蛋炒饭，结果送来个不知道是什么鬼的炒饭，难吃到爆。"
"0	这个新开的店味道真的超级好 我当时一下就买了4份！超赞"
"0	不好吃～那个沙湾大盘鸡里面鸡肉太大坨～还有就剩洋芋坨坨～吃多了腻"
"0	我要的香辣   然后给我送的麻辣而且贼难吃"
"0	超级喜欢喝"
"0	不喜欢骑手虽然没说话就是不喜欢板着脸装逼"
"0	味道不错经常来吃，就是店面太小"
"0	晚上和朋友去的，然后朋友吃不饱，唉，真是太能吃了我团了一个这个，嗯，两个店员小姐姐态度也很好，然后一直带着微笑，然后感觉天冷，可是都快被他们温暖了下次去吃寿司的话还会选择去这。"
"0	哈哈，大闸蟹好吃得都忘了来评了，老板娘人也很好，还告诉我们做法，赞"
"0	可以，非常不错，推荐朋友分享"
"0	不错  味道好  还可以代金卷"
"0	菜品新鲜，味道不错，点的鸳鸯锅，不如点红汤了"
"1	油吃上去是割喉咙的 就是哈喉 ！羊肉一点不新鲜还是酸的！差评差评差评！！zaiye不会吃了！"
"0	环境还行，口味稍微有点辣，但味道不错，我们5个大人2个小娃娃，买的6人餐，足够吃了，性价比还不错"
"0	不好吃，太难吃了"
"0	送的好慢   暗了40分钟"
"0	鱼太小，有点咸。"
"0	居然刀叉，蜡烛，盘都没送过来"
"0	对于这个送餐情况，说真的，一个星也不想给，生生的比预计时间晚了40分钟，打电话给商家连个基本的道歉都没有，呵呵哒"
"0	菜品很多，8个人也没有吃完，味道也特别好！"
"0	老子跟你说了不吃辣，你他妈瞎了还是**？"
"0	冒菜真的难吃全是辣味其他味道都没有"
"0	好吃又实惠，来了n多次"
"0	面包很不错，一志都喜欢他家的。"
"1	牛肉估计是剩牛肉，一股臭味，怎么吃！"
"0	这次是第二次去吃 不过没有及时评价 后来又去吃了一次 没用团购 因为菜品很便宜 直接点跟团购差不多 服务态度这些都很好 味道黑巴适 以后还会去"
"0	奶茶很好喝 位置也很好找 是个不错的选择"
"0	首先 包装 芊芊全部戳穿了袋子，油到处滴。第二，味道真的太不行了，芊芊肉串都没烤散，味道也没有，现在熟没有我打个问号，是孜然味的肉串但是肉完全没孜然味。。第三说一下味道，真的太难吃，没什么特色，也不好吃 不麻不辣就是咸和味精。总之不会再点。"
"0	#街吧酸辣粉#是我吃过最难吃的酸辣粉 我只是说实话 没有其他意思"
"0	感觉很不错哦！"
"0	鸡爪爪味道可以，来吃过三回了，干锅值得推荐"
"0	价格便宜，服务态度好，还给了张优惠券下次再来，非常支持这种创业的人。"
"0	菜味道不错 我们四个人吃了不少 环境也还好 位置方便 适合小聚吃鸡"
"0	不好吃油少麻辣不行只有盐水"
"0	味道很不错，跟朋友一起来的，店家服务态度也很好"
"0	老板人很好，这个蛋糕我朋友非常喜欢，下次还会来的额"
"1	吃了拉肚子，我肠胃还算好的了，我拉了两次，我男的拉了5次，希望你们能把卫生做干净一点，不然别人怎么敢买你们家的东西！！！"
"1	有一个四季豆饭打包盒盖子内侧竟然有三根头发！"
"0	还可以，就是价格还是比较贵"
"0	都是老顾客了！上周末特意带外地朋友来吃了，都说味道地道！"
"0	很好吃 第二次来买了 这次买了两袋 带回去给同学尝尝"
"0	非常不错，解放碑居然也有这么便宜和好吃的串串，味道很好。两个人吃得很舒服，不错不错，以后逛解放碑的时候可以经常来吃。帅哥老板很热情，态度非常好。店面干净，敞亮，环境很好。"
"1	土豆丝有点酸，感觉像嗖了一样，吃了我肚子疼"
"0	蛋糕分量很足。味道也很好吃。朋友都很喜欢"
"1	吃了会拉肚子。。。。"
"0	可以 不错，棒棒哒，老顾客了。味道相当好"
"0	味道很好，服务很好，份量足，下次如果有时间会在去。"
"1	包装还可以，打开那个饭，我同事就问我吃的下去吗，那种变质油的气味，饥饿的我居然能吃完一半才扔，快递员满分"
"0	门面外面看着挺小的，进去里面还好，吃的超级好吃，而且我们点了鱿鱼老板还在锅上面点，好神奇，第一次吃这样的铁板烧，还是自助的，生意也很好，中午都是满满的人，饮料也是随便拿，还有水果，甜点，菜品也很新鲜。反正就是挺赞的#铁板烧烤#"
"0	位置在李家沱都和广场附近，是个楼上，比较好找，店内空调很凉快，空气也不错，最主要是环境有特色，接待验证都很热情，上菜速度也快，菜品还好吧，口味稍微清淡了点，"
"0	上菜慢，服务一般"
"0	不错 去过好几次了，菜品挺多的"
"0	觉得她家的芒果超级冰杯茶好喝，喜欢芒果，喜欢吃芒果的亲可以尝一下。"
"0	不够我吃，以后多加点嘛"
"0	还可以，吃多了会有点油腻。不过味道真的很不错呀"
"0	难吃 牛蛙不光少 去皮还不彻底 。绝不会再买"
"1	居然是酸酸的！还有一些有发霉的霉点！怎么吃"
"1	#尖椒肉丝#里头全是尖椒，20块一份的东西就没看见几根肉丝。留个图吧，也不是我把肉丝故意挑起来 给你们差评。骑手也是，几分钟的路程送了一个小时，打几个电话都还不接，送到家还有最后两分钟，虽然是没超时，饭菜都冷了  变质变色了都。"
"0	抱着试试的心态来到店里，没有让我失望。另点了一些其它的寿司，味道都很好。下次约朋友再去，好评"
"0	好不错不错，有点辣，味道很好哈哈"
"0	购买几次了，就是喜欢吃片片鱼，还有茄子真是外酥里嫩"
"0	好，服务员态度很不错，一共十几张很有耐心的一一验证。给你点赞哦！"
"0	服务挺好的，就是有点乱，可能人太多了吧"
"0	团购代金券好划算!朋友过生日买个小蛋糕庆贺下，好吃再来哟"
"0	真的是太难吃了，全是豆瓣味和豆瓣渣，"
"0	他们家经常有活动，超爱吃三文鱼，上菜速度也快，服务也很好，要是牛排煎的好就好了"
"0	排骨回锅肉直接变回锅肉，欺骗人，假货"
"0	不想多说、真心好吃，"
"0	味道很好，菜品也特别新鲜。非常值得去。"
"0	态度比杨家坪西城那家好太多！"
"0	味道可以，团过几次了"
"0	长期吃火锅说实话其他家的火锅给我一般的感觉，但是这家不一样，牛油味十足就像回到原来小时侯吃火锅的那种味道，老板人很好，点个赞！"
"0	经常去这家吃，干净卫生又方便，特别棒"
"0	饭菜都冷了，我实在找不到什么理由说好，整整拖了40分钟，提前3个小时定的，真不知道是怎么送货的，白白花了25元买一碗冷饭，还耽误我午睡时间。真的是差评"
"0	第二次来了 我回头客  挺好的"
"0	味道真的很不错 给五星好评 推荐"
"0	味道不错，挺好吃的，分量也足，关键是佐料打得好，看起都安逸"
"1	今天的稀饭已经馊了…吃着酸酸的…以前都还不错的。"
"0	吃了好多次了。味道很好。还便宜"
"0	不好也就不会来几次了。强烈推荐～"
"0	观音桥商圈，酒店环境还是不错。性价比不错，多次聚餐。"
"0	再也不想在这家点了，快饿死了都吃不上饭，打电话催也不起作用，也是醉了…"
"1	#肉丝蛋炒河粉#我竟然吃到了纸屑，还带有红色的字体，恶心得我全吐了#火腿蛋炒饭#是用干稀饭来炒的吗。不是看现在是凌晨了，我特么真想去把店给你砸了！草你嘛，"
"0	超好吃！服务也很棒！去过好多次了呢！！"
"0	味道不错！！！还可以，就是没有座位。。。"
"1	吃到一个虫，MD，吓死人还炸熟了的。"
"0	很满意，有水果，爆米花自助。鱼很新鲜，不过超出3斤是要加钱的，我们两个人，没有吃完一条三斤多的鱼。味道很好。"
"0	不错，菜品好，干净卫生，服务态度太好了，值得信赖"
"0	不错 很干净 只是小龙虾没抢到 很失望"
"0	品种齐全，品质好，口味也不错！"
"0	味道很好，菜品也很新鲜"
"0	超赞啊，气氛很好，适合约会，聚会，关键是菜的味道赞赞哒，嗯，不错"
"0	团的128元，三人餐分量很足完全4人都够吃了"
"0	真心不想说什么，难吃就不说了，又小，还350。"
"0	不好吃  肉只有一点全是饭  鸡蛋也不行"
"0	服务态度好，菜品也还不错，跟朋友一起吃得很开心"
"0	挺方便的  面包也好吃  团购还便宜一点"
"0	味道很不错。推荐给大家。每次都很多人排队"
"0	地址很好找，鱼很好吃味道很好，就是上菜有点慢！"
"0	失望了，点了四只牛蛙，就想吃的，结果全是骨头，一个腿没看着，没一个完整的……我去，我自己也是餐饮业，但是我不是故意的损你，只是我开始我就说了只想吃牛蛙才点的。味道还行，但是重口味儿了点，这个不是问题，主要还是四只全是骨头，想不通……"
"0	榴莲千层蛋糕超好吃，但希望叉子可以换大一点的"
"0	口味可以，但有些人可能不能接受。比较有特色，吃了好多次，但最后一两次感觉牛肉没之前嫩，总体感觉满意。 #现杀带皮下黄牛#"
"0	菜品非常不错，不论是分量，还是菜品品质都是很好的，朋友都感到很满意！"
"0	味道还可以。去吃了好几次了，每次都换个口味吃"
"0	味道没问题包装也不错 为什么给差评呢？老板你是在逗我吗？这可乐3元的价格 要么你多收1块别骗人好吗？你店里的相片可不是这样的"
"0	很好吃很好吃很好吃。。。买了好多次，饿的时候最好选择"
"0	真的很一般 份量也很少 饿死我了"
"0	不是石锅拌饭嘛？ 怎么感觉和炒饭一样"
"0	还可以吧，去了几次了。菜品还算可以干净"
"0	第一次给差评&nbsp;送了一个半小时&nbsp;比预计时间慢了整整五十分钟，人都要饿死了，点了可乐也不送，以后再也不会点了"
"1	什么鬼，都拿的不新鲜的，不要去买"
"0	经常去吃相当划算.就是人多有点忙不过来.上菜速度慢！"
"0	服务不错，人气旺，现烤，香香哒"
"0	服务不错。环境好……………………"
"0	老板服务很周到，点了一锅微辣也够味小孩吃不了，老板还给娃儿弄了点不辣的给他一个人吃……特会做生意"
"0	团了很久终于去吃了，因为太久的原因小面改成了酸菜米线，但是还是很好吃的，而且老板人很好，当然砂锅米线更好吃，我都在这里吃了好多次砂锅米线了，强烈推荐泡椒鸭掌砂锅米线，真的超美味"
"1	有点失望，味道很平淡，没有火锅味，点了午餐肉套餐，结果午餐肉有点变质，单点了一份香菇，结果只有一朵，也就是四小块，五块钱一朵香菇？其他的配菜，基本上全是大白菜，和两片土豆，这是最差的一次火锅便当，大家谨慎购买，真的，特别差劲"
"0	很好吃，已经吃过几次了。。。。。。。。。"
"0	蛋糕都吃了，总的来说还是很满意的，家人看到都觉得很喜欢，也不甜，口感也还好，不过当时买确实是因为价格和样式。。。。去拿蛋糕的时候看到工作室也挺干净，吃的时候就放心。还是不错的一次购物"
"0	锅底是一次性的  味道还不错 不是很辣 用这个少了五块钱"
"0	味道不错，好吃不贵，以后经常来吃，喜欢的可以下单哦"
"0	这次吃的香辣味的  有点咸 感觉还是甘梅味好吃  送的酸梅汤颜色变浅了 味道也比之前的淡 不过还是挺好喝的"
"0	味道鲜美，服务周到，细心服务顾客"
"0	环境很好，去过很多次了，卫生也不错，服务态度也很好，位置也特别好找，很喜欢，无可挑剔，位置很好找，走去几百米到了。"
"0	没有筷子 这是其一；味道不好吃，这也算了 个人喜好不同；半夜起来拉了两次肚子！！！呵呵呵呵。。。"
"0	味道不错哦，环境也比较好，下次还会来的。"
"0	菜品质量差没盒子"
"0	味道超好，又实惠，服务也不错。"
"0	首先店里的环境很好，服务也很贴心。盛饭的铁板确实挺烫的，但是老板一端上来就提醒注意。"
"0	味道很正～奶味也很浓～一直很喜欢喝"
"1	不新鲜，吃了拉肚子"
"1	去店里吃非常好吃。自己一定外卖。完全就是黑心商家。五花肉跟自己去店里看的完全不一样。黑漆漆的。还有一股臭味。石锅拌饭一股霉味。平时的烤肉酱也非常难吃。千万不要去订外卖。不然会吃亏。去店里吃。"
"0	味道挺好的，服务也很好，不错的一家店。"
"1	土豆是馊的，点的招牌鸭锁骨给我换成了酱香，给店员电话态度差到爆炸，一个劲推卸责任，电话还没说完就给我挂了，呵呵，我只想说一句话，wcnmlgb"
"0	帅哥家的鱼味道很好，第一次去吃，很满意，下次还去"
"1	双椒鸡酸了，可能天气太热，变质了。"
"0	味道不错，价格不贵，分量也还可以"
"0	服务非常好！菜品新鲜，多次来吃，味道很适合全家人！"
"0	来了好多次了！很赞，每次都饱饱的！"
"0	还可以，6个人吃的，最后都没写吃完。环境也挺不错，上菜速度也快，节假日还可以用券，安逸"
"1	饭应该是冷饭热的，但不知道是怎么热的，饭都是一颗一颗的很硬，吃得胃疼！这是第二次点花甲，这一次的是臭的，并且炒得太老，真的太垃圾了！我老公吃着都吐了，我都怀疑是不是食物中毒！什么破店！"
"0	就在海棠晓月C区不远，环境优雅，酒值得推荐，品种多味道好"
"1	一份13块钱的汤你就做成这臭腥味？#姜母老鸭汤#给个解释"
"0	味道不错，好喝"
"0	老顾客。好久没有光顾了"
"0	汤很好喝，一口气喝了四碗，牛肉好吃，但是本人觉得丸子不好吃，如果配菜能有一份叶子菜就好了！"
"0	价格便宜味道还不错，环境也可以，总体很好，还会光顾"
"0	位置：石油路地铁出口往龙湖A馆走大概200米左右。环境：是一家比较小的饮品站，没有桌子和座位。服务：只有一个服务员，虽然验证、做酸奶都是同一个人，但是小妹妹态度很好，全程笑眯眯的，很不错！味道：特别赞，真的特别好吃，酸奶铺底，上面放不同口味的果酱，然后放了哈密瓜、核桃、花生和奥利奥粉末，好好吃的说！！！"
"0	很喜欢吃几次了。汤很好喝！推荐大家吃。而且便宜"
"0	简直差到爆炸 味精超级无敌爆炸多 撒在脑花上根本没法吃 卖家缺斤少两 点了的东西 没有送  蛋炒饭硬得不行 耗儿鱼不好吃还很小 无力吐槽"
"0	各种好，服务好，快递好，蛋糕好"
"0	不好吃#蜜辣烤肉饭+时蔬+卤蛋#"
"0	很好很好很好。不错。态度很好。"
"0	牛排不错，味道适合，环境很别致，值得一去。"
"0	味道非常好吃，干净卫生，够辣，过瘾"
"0	服务周到 环境不错"
"0	忘了拍照了，蛋糕好吃哟！送货也很及时，很满意的一次团购"
"0	菜品新鲜，口味好吃，特别是酸菜味，环境也还可以，服务员态度还是较好。"
"0	味道很好，下次一定再来，服务也不错。"
"0	味道还不错，毕竟是连锁的，服务员的服务态度也很好。下次还会再去。"
"1	鸡腿撕开里有些小孔，像是被什么咬过了，而且是臭的，明显变质好久了"
"1	咸菜都遮不住的臭味，你这肉是放了多久了"
"1	好棒棒，筷子发霉了"
"0	真心不错，性价比太高，超级好吃，小哥服务很好，，喜欢这家东西，赞"
"1	虽然双倍赔偿    但是还是非常不干净   大家吃不吃自己决定   闯了个鬼   **   蟑螂"
"0	没几块鸡肉连一只鸡的一半都没有～感觉像是用大鸡腿砍成的小块～里面基本算是芋儿和魔芋！"
"0	非常好，我之前看图片以为是冰沙那种，超多冰的，是水水那种，黑大一杯，不错。"
"0	鸡蛋太少，而且味道一般。吃到后面想吐"
"0	经常来吃，味道不错，离家也近。"
"0	好喝，用的天润的酸奶和雀巢的奶，没添加，吃着放心"
"1	稀饭里面有头发 你们店里卫生质量就这样。千万别买 #绿豆玉米稀饭#"
"0	就在小区旁边，已经是第二次来了。凉菜里有个面还不错"
"0	很不错 味道好环境也不错 下次还要再和家人一起来 #烤鸭# #螃蟹# #鲜虾# #小蛋糕# #小点心# #牛肉饭# #鸡腿# #红酒# #北京烤鸭#"
"1	本来说便宜，半价，买一个不送，直接买了两个，结果宝宝吃了说不喜欢，我想浪费，自己多吃些吧，中午吃了三角还是四角，晚饭前又吃了两角，到六七点就开始拉肚子，而且肚子很痛，后来看医生说可能太油，吃的多，消化不良。"
"0	经常去好吃，又划算，分量很多的，"
"1	两根头发 我下次绝对不会再点了 要吐了"
"1	凉面用的绝对是地沟油 吃完半个小时后吐惨了"
"0	色香味都不俱全 色相超级差 看着不好吃 可惜不能上图"
"0	吃了几次了  分量太足了    鸭脖子简直太实在   不知道是不是老板娘 反正那个阿姨 太好了"
"0	味道很好！验证方便！位置优越！"
"0	环境整洁卫生，服务好，味道也不错……真的"
"0	中午去的没有人很安静，服务很好，只是有的吃的没有，布丁巧克力好喝，就是填了点"
"0	难吃，与价格实在不相符"
"1	刚吃的时候觉得还可以，后来就发现很多问题。首先，差2个菜，空心菜和鸡郡都没有，其次里脊肉有一大坨是臭的臭的臭的，变质了。还有就是个人觉得餐盒费有点贵，点一个人的餐，餐盒费就是4块！！！拿到手很久才吃才发现少菜，也不好意思再给商家打电话了"
"0	去吃第二次了，菜品感觉还是很新鲜，特别是底料是现调的，很好吃。"
"0	可以，味道挺好的，不过鲫鱼理刺不得行，半天才吃完一条鱼"
"0	菜品挺多的，味道也不错哈，很闺蜜一起吃的太撑了，两个人光牛肉就吃了4盘，哈哈哈哈"
"0	味道很好，态度也很好，没有因为是团餐就摆脸色，很喜欢去这家，只是想提个意见，就是那鸡不要全是很重的嘛，人不多的时候完全吃不完。"
"0	去了很多次了，味道棒棒的，特别是脆皮鱼特别好吃，不相信的朋友可以去试试"
"1	吃老拉肚子，不晓得是我的问题还是啷个，但是斗吃老你们店的东西"
"0	味道不错，一直喜欢吃他们的糯香鸭掌，常客了，周末人比较多！ #糯香鸭掌# #开心凉粉# #红糖糍粑#"
"0	中午去的，因为不是周末，人不是特别多，去过几次了，味道还是依然很好，最喜欢在油碟里加老干妈，很好吃，由于我们带了小孩，店家还提供了小孩专用餐椅，很贴心，菜品也很有分量，很不错！"
"0	真的很棒呐，环境不错，挺卫生干净的。菜品也挺多的，寿司超棒。"
